text,sentiment,clean_text,predicted_sentiment,confidence
"I woke up and got all excited because I couldn't feel any swelling, until I sat up   Still apples. Of pain.",0,woke got excited couldnt feel swelling sat still apples pain,0,0.9416345760669749
@1capplegate re tweet... ,1,tweet,1,0.8894509973259175
Still awake wondering if I can find any good apps for my iPhone...need to fall alseep!! Feel like @savannahgracem being up this late ,1,still awake wondering find good apps iphoneneed fall alseep feel like late,0,0.7504394858850804
"thanks bro, tried taking some with iphone cam, but didnt turn out so good and was too tired after 9 hr flight. But will def send more pix ",1,thanks bro tried taking iphone cam didnt turn good tired hr flight def send pix,0,0.6379165213193323
@RachelHawley Why wouldn't be possible using an iPhone to match a fingerprint. Perhaps taking one would be a problem. ,1,wouldnt possible using iphone match fingerprint perhaps taking one would problem,1,0.5925512696387342
@Franka2000 Roxy: It's because you have an iPhone Frank! ,1,roxy iphone frank,0,0.6523577981910993
"@hivebrain oh no! I've heard it's not 100 at a time, but 100 forever including any you deleted.  See if Apple can help?",0,oh ive heard time forever including deleted see apple help,0,0.5689078977367027
"My iphone is at the bottom of the Puget Sound  I feel empty inside. My next one will be my third, lol. Can you say bad luck? Ugh!",0,iphone bottom puget sound feel empty inside next one third lol say bad luck ugh,0,0.9190048953768686
"wow,  moonpreview - the iphone moon preview app - already downloaded 8 times http://bit.ly/moonpreview",1,wow moonpreview iphone moon preview app already downloaded times,1,0.5570743836123339
I don't know what happened but all my songs r deleted from my iPhone  saddnessssssss,0,dont know happened songs r deleted iphone saddnessssssss,0,0.892972891933778
"@jcyr yes, you're correct--installing os x on non-apple hardware is ILLEGAL! ",1,yes youre correctinstalling os x nonapple hardware illegal,1,0.6293039335368559
@tonyrobbins Wish I could afford an iPhone ,0,wish could afford iphone,0,0.9780078423612362
@kristijan_k I heard about that man! Now you need to Twitter #squarespace and hope you get the new iPhone! ,0,heard man need twitter squarespace hope get new iphone,0,0.7059599118018929
It's now 13:30 and no iPhone 3.0  Talk about keeping us waiting!! Grrrr.....,0,iphone talk keeping us waiting grrrr,0,0.7382104079818879
@joeyontz contest involves using the ThinkInk iPhone app...so I guess so! Sorry ,0,contest involves using thinkink iphone appso guess sorry,0,0.8533817794762256
iPhone 3.0 update is now available on the june 18th instead of 17th. http://www.apple.com/sg/iphone/softwareupdate/   ,0,iphone update available june th instead th,0,0.660792763570609
@emmerinc ok thx ! Me and a friend tried to make an iphone app too but failed  what programming experience did you have before making betv,0,ok thx friend tried make iphone app failed programming experience making betv,0,0.5953309048665758
I've been stuck at the Apple store for the past hour and a half... they don't know what is wrong with my phone. ,0,ive stuck apple store past hour half dont know wrong phone,0,0.9222338390675012
"@panda_apple I was totally going to start watching that show tonight, but my computer hates SD internet and won't let me watch video ",0,totally going start watching show tonight computer hates sd internet wont let watch video,0,0.7713741463074384
I can't get the iphone voice control to play INXS...  I've tried saying it and spelling it.  I have to do it by album name... ,0,cant get iphone voice control play inxs ive tried saying spelling album name,0,0.8142949575259736
"Kind of makes me sad that I'm not lining up for a new iPhone. Then again, not even released in IE yet &amp; no Apple store here ",0,kind makes sad im lining new iphone even released ie yet amp apple store,0,0.9373816034625969
Pissed my apple isn't cutting correctly ,0,pissed apple isnt cutting correctly,0,0.8770230041447428
@1capplegate Nooo! that sucks! I really like that show! ,0,nooo sucks really like show,0,0.8790639188299328
Shaping up to be a fine day in London.....might take the Macbook out and create some beats in the park ,1,shaping fine day londonmight take macbook create beats park,1,0.7935293384841362
best iphone application ever  http://tinyurl.com/dgoggd,1,best iphone application ever,1,0.6602410980358939
Aw  Apple's holding my 3G S hostage:  http://twitpic.com/7lych,0,aw apples holding g hostage,0,0.5627305232771318
Woke up. Waiting for my apple repair box to come in the mail for my poor iPhone. ,0,woke waiting apple repair box come mail poor iphone,0,0.8845513541284677
the excitement about iPhone 3.0 and the Xbox has been dampened by this terrible food poisoning ,0,excitement iphone xbox dampened terrible food poisoning,0,0.8400952760483821
@iphone_dev s + f + click pwnapple doesn't do anything ,0,f click pwnapple doesnt anything,0,0.6885065057752036
@kiwibastard  i'm sure it's just out of ignorance. Maybe us kiwi iPhone devs should make more noise.,1,im sure ignorance maybe us kiwi iphone devs make noise,1,0.5735096588098542
@alandavies1 That's unusual for apple customer service to be so poor tbh. Poo  Kick up a stink!,0,thats unusual apple customer service poor tbh poo kick stink,0,0.8457520110508023
"@KEEPINGITRIGHT buy a board and practice, the rules are simple enough..or you can play online. I was playing on iPhone. I lost!  !!",1,buy board practice rules simple enoughor play online playing iphone lost,0,0.5165253142997623
"@etanowitz Congrats @dsashin on new iPhone3GS!  Me so sad, tracking FedX, mine won't get here until 2morrow  #3GSOrl",0,congrats new iphonegs sad tracking fedx mine wont get morrow gsorl,0,0.8637761356063426
@banoura nothing is working! I'm twittering on my iphone! ,0,nothing working im twittering iphone,0,0.7901399379668518
@nerdd I was pretty sure that you were checking new Tweets on your iPhone during the meeting ,1,pretty sure checking new tweets iphone meeting,1,0.7710405992059468
@tysiphonehelp u r lucky man...my parents won't let me get the iPhone 3G S coz I already own an iPhone 3G ,0,u r lucky manmy parents wont let get iphone g coz already iphone g,0,0.8883226278553846
in shock that I lost ANOTHER iphone. ,0,shock lost another iphone,0,0.8979660554571147
"@Shaunielove I thought u got ur update last night. Dang, sorry Ma! U &amp; Apple might have 2 duke it out! ",0,thought u got ur update last night dang sorry u amp apple might duke,0,0.8389011931085589
My iPhone had an unfortunate water submersion incident. ,0,iphone unfortunate water submersion incident,0,0.8546363424983918
"@NathanBowers You know, with Apple, things have to look neglected and get really bad, before new stuff comes out. ",1,know apple things look neglected get really bad new stuff comes,0,0.6011475189417355
Ughhhh I hate my stupid messed up iPhone  Wish I had the new one!!  damn u apple for not waiting just a couple months so I can upgrade!,0,ughhhh hate stupid messed iphone wish new one damn u apple waiting couple months upgrade,0,0.9866221761806648
@IntoMobile I deserve the iphone because I dropped my iphone 3g in the toilet in april &amp; cant afford a new one ,0,deserve iphone dropped iphone g toilet april amp cant afford new one,0,0.9177249058938561
Time for some major internet downtime due to the move  see you all on my iPhone or else at the end of the week!,0,time major internet downtime due move see iphone else end week,0,0.7822268021069518
"@1capplegate don't use twitterberry its slow n useless, try Ã¼bertwitter.. It's much more faster n more usefull... ",1,dont use twitterberry slow n useless try ã¼bertwitter much faster n usefull,0,0.5637373858450854
7.40AM..at work(office)Blasting Gospel on iPhone **Embracing The Next Dimension** Feeling Good and very Blessed ,1,amat workofficeblasting gospel iphone embracing next dimension feeling good blessed,1,0.6478084288325493
Fuck left my iPhone in my Girlsfriends Car... God damn it beavis ,0,fuck left iphone girlsfriends car god damn beavis,0,0.9653115586887369
Finally got my twitterific back on my iPhone stupid thing crashed I had 100 new tweets waiting for me  bed time Disneyland on Tuesday!,1,finally got twitterific back iphone stupid thing crashed new tweets waiting bed time disneyland tuesday,0,0.5327852424196784
In a taxi to waterloo searching for the funeral march on my iPhone ,0,taxi waterloo searching funeral march iphone,0,0.8362028627788057
"macbook sucks sometimes , like now my dvds isn't woeking ",0,macbook sucks sometimes like dvds isnt woeking,0,0.8954345131190765
"@sonecessary I have been talking on my iPhone headset to be ready for the switch while driving next month, too! you so responsible ",1,talking iphone headset ready switch driving next month responsible,1,0.5206872469778423
I need to find a jailbreak for 3.0 on my iPhone NOW!  idiots http://tinyurl.com/ljyh5b,0,need find jailbreak iphone idiots,0,0.8784866665640807
seems like no one on ebay wants to buy my macbook ,0,seems like one ebay wants buy macbook,0,0.6225350798440761
"Today, more than ever, it feels like their are two types of people in this world. Those who own iphones and me. ",0,today ever feels like two types people world iphones,0,0.6322485741110253
@Soloapple You're still in school? That stinks. ,0,youre still school stinks,0,0.7498258644698803
"wants a iPhone 3GS, but only got his 3G 2 months ago  ",0,wants iphone gs got g months ago,0,0.8838590789286032
Everyone has the new iphone os and I want it  #squarespace,0,everyone new iphone os want squarespace,0,0.8562532759734753
Comments about my Apple Cider from Ryan. &quot;It makes me smile.&quot; &quot;It feels like happiness.&quot; &quot;It made my day&quot; ,1,comments apple cider ryan quotit makes smilequot quotit feels like happinessquot quotit made dayquot,1,0.6936383629132171
I am very close to buying a MacBook ,0,close buying macbook,1,0.5198417311919105
@AspaPhoto ACK! can't view with my iPhone. Will look next time I'm at a computer ,1,ack cant view iphone look next time im computer,0,0.7502210721522979
I haven't read applegeeks in so long  sorry @hawkster,0,havent read applegeeks long sorry,0,0.8895761736430065
@shedboy once u done #blackberry u never go back.can't type on the iphone  machine gun app get's u through crowded streets quicker thou,0,u done blackberry u never go backcant type iphone machine gun app gets u crowded streets quicker thou,0,0.8154021878140608
"jeez, who knew it was so hard to answer one dinky question for the apple design awards. been stuck for 2 hours with nothing to write ",0,jeez knew hard answer one dinky question apple design awards stuck hours nothing write,0,0.7714226597152066
"@sekaijuu they're very easy  crescent rolls, apples, mt. dew, sugar, butter, cinnamon!",1,theyre easy crescent rolls apples mt dew sugar butter cinnamon,1,0.6706473496164669
@ohappleda OMG lets go see wicked together! i really wanna see it again ,1,omg lets go see wicked together really wanna see,1,0.6357366681643499
Why did my beloved iphone have to be doused in THE SEAWATER stupid ,0,beloved iphone doused seawater stupid,0,0.8577307834018837
just got the fring app on my iPhone! ,1,got fring app iphone,0,0.5917007398334908
Now in . . . Eucalyptus AppleCheeks!  A perfect colour for your little man  www.acornsoaks.com,1,eucalyptus applecheeks perfect colour little man,1,0.6907373317587497
I never thought i would be so happy to see a picture of an apple...ITS WORKING!!!  im a genius ,1,never thought would happy see picture appleits working im genius,1,0.5615023999088093
@crowderband  I clicked on my donload link from my iPhone and now it won't let me download the song... Dang me.,0,clicked donload link iphone wont let download song dang,0,0.8854767113611144
@Jonster Not having an iPhone makes you cynical. ,1,iphone makes cynical,0,0.5288458739159789
"@TravisHerche oooh. That's pretty unique. I'd show you my teddy bear, but I don't have an iphone. ",1,oooh thats pretty unique id show teddy bear dont iphone,1,0.5734881843877033
"@stickypop I'd be able to tell you, if I had an iPhone/iPod Touch... but sadly I don't ",0,id able tell iphoneipod touch sadly dont,0,0.8892753966257776
I have a new iphone G3 and I just LOVE IT. Thank u God for making people so clever to invent it Now I am happy to answer every call ,1,new iphone g love thank u god making people clever invent happy answer every call,1,0.9097157587962468
@SweetBullshit nae luck with the bluetooth in the car. Maybe it's just the iPhone it works with ,0,nae luck bluetooth car maybe iphone works,0,0.6059780052215509
Am thinking of getting a Blackberry. Ooh but I'm going to miss playing BubbleWrap on ze iPhone. ,0,thinking getting blackberry ooh im going miss playing bubblewrap ze iphone,0,0.9032577374701141
"ok, getting a sore head from looking at my iphone too much tonight. Time to head off twitter. Twinight Twitter Friends. ",1,ok getting sore head looking iphone much tonight time head twitter twinight twitter friends,0,0.5033248416918104
Just spoke with o2... And has discovered he can't afford the new iphone on Friday ,0,spoke discovered cant afford new iphone friday,0,0.8633387573457654
Taking the SATs again tommorow hopefully I'm gonna get a better score than last time. MacBook is coming soon ,1,taking sats tommorow hopefully im gonna get better score last time macbook coming soon,0,0.5441015630942454
@ToplessRobot your a brave soul for taking such a chance sir. Hope you had the foresight to spring for Apple Care  ,1,brave soul taking chance sir hope foresight spring apple care,1,0.7111715932977805
"Since @TUAW introduced me to Bebot, it's the first app I show my iPhone-less pals. Is that appnoxious?  http://bit.ly/MKAdg",1,since introduced bebot first app show iphoneless pals appnoxious,1,0.5689506125611187
it's wednesday the 17th here. Why isn't iphone 3.0 available? ,0,wednesday th isnt iphone available,0,0.8779186124981366
Eating an apple...my mid section is getting out of control ,0,eating applemy mid section getting control,1,0.6105738328816
iPhone 3g S 32GB ready to go! Would've been first in St Albans out of the 30 ppl in the queue to get it if their systems accepted my card ,0,iphone g gb ready go wouldve first st albans ppl queue get systems accepted card,0,0.5912784044137335
@davemorgan PS. Kind of sad...my iPhone has 'nastay' in it's autocorrect dictionary. ,1,ps kind sadmy iphone nastay autocorrect dictionary,1,0.6419498083773187
"@flippy10 deh, i wish the deal was up when i bought my macbook in december  but.. at least i got 100 bucks off! :]",0,deh wish deal bought macbook december least got bucks,0,0.6640702255617317
"#squarespace jailbreak for iPhone, where are yooouuu?? ",0,squarespace jailbreak iphone yooouuu,0,0.7697780898657578
"Public holiday today. Couldn't be better - it's 10am, am still in bed twittering on my iPhone. Let's see how the rest of the day pans out ",1,public holiday today couldnt better still bed twittering iphone lets see rest day pans,1,0.629148034451099
Oh dear god ... have to be up to take Miss7 to school in four hours or so ... but got XP installed and working on the Macbook ,1,oh dear god take miss school four hours got xp installed working macbook,0,0.8176033521447089
the sims 3 for iphone is great  and make addicted ,1,sims iphone great make addicted,1,0.7650199715776307
"@slchia Thanks! I shall keep dreaming of a MacBook, don't wake me up. ",1,thanks shall keep dreaming macbook dont wake,1,0.7922379133592742
left 4 dead plays like a dream on my macbook ,1,left dead plays like dream macbook,0,0.6595477096858864
"So, being inspired at #wwdc is pretty cool. Turns out the problem space I picked for my first iPhone app is pretty complicated ",0,inspired wwdc pretty cool turns problem space picked first iphone app pretty complicated,1,0.6382810766327379
hopes he can get a new iPhone tomorrow - been doing this for 3 weeks now http://is.gd/15hSf ,0,hopes get new iphone tomorrow weeks,0,0.7852705739984542
"SWINGKING CONGRATULATION'S YOU GUESSED RIGHT,YOUR NOW THE PROUD OWNER OF A FAKE NEO CASE FOR YOUR IPHONE3G    ",1,swingking congratulations guessed rightyour proud owner fake neo case iphoneg,1,0.8789859612235814
iPhone good.. New best friend.. ,1,iphone good new best friend,1,0.7677116977622909
@Applecored thanks ,1,thanks,1,0.9957746157953241
@mfubib I finally worked it out   http://bit.ly/NiGlk (via @BlokesLib) &lt;- Awesome! What a cool little #iphone app ,1,finally worked via lt awesome cool little iphone app,1,0.9447527336043234
@1capplegate me and my daughter loved the show!  I'm sorry! ,0,daughter loved show im sorry,0,0.8187496907588747
@posty orly? Okay... I'll look into an iPhone version... ,1,orly okay ill look iphone version,1,0.7753473365518491
There is an error with twitter  every post is sent from&quot;web&quot; when this post is from my iPhone,0,error twitter every post sent fromquotwebquot post iphone,0,0.7019609003530851
New iphone today! I have to wait til next week for mine though ,0,new iphone today wait til next week mine though,0,0.7835164121473845
@eocean Noooo they can't run out of 3.0 until I say! I was irritated they didn't release it until after I left this am  #iPhone #wtfami,0,noooo cant run say irritated didnt release left iphone wtfami,0,0.96722118927007
"installing Office 2007 sp2, joy(!) wish i was playing with a shiny new iPhone, but sadly i'm not.... ",0,installing office sp joy wish playing shiny new iphone sadly im,0,0.9155015623211974
estÃºpido telcel no permite usar Internet tethering en el iPhone... ,0,estãºpido telcel permite usar internet tethering en el iphone,0,0.7312601071480449
applebees with nick &amp; the parents  grad ceremony tmro!,1,applebees nick amp parents grad ceremony tmro,1,0.5525353077140595
Is really mad because his friend is getting a iPhone 3GS before me!! ,0,really mad friend getting iphone gs,0,0.8955596561700844
@CarmaSez I saw you sneak in that iphone entry.  Don't try to fool me. ,1,saw sneak iphone entry dont try fool,1,0.6280508618701898
Loving the new Apple iphone software - it's all about the landscape texting!!. Still no video function tho ,0,loving new apple iphone software landscape texting still video function tho,0,0.5813945293897674
Oh no... my Mac G5 won't start. It's stuck on displaying the Apple logo in the beginning and it's making a wheezing noise   ,0,oh mac g wont start stuck displaying apple logo beginning making wheezing noise,0,0.8257571613100799
@JOJO1124 but the pineapple was my fave! i almost bought it just to have one. ,1,pineapple fave almost bought one,1,0.6422941375083343
@DanielWindsor @JazzaMagoo will soon comment about iphone ,1,soon comment iphone,1,0.6702063849586252
Going to Home Depot to get my computer desk then off to Best Buy to get an iPhone case that @eRock recommended. Then to Walmart ,0,going home depot get computer desk best buy get iphone case recommended walmart,0,0.5125505965959585
My iphone died ,0,iphone died,0,0.9862654620888277
@jazzaybaybay omfg my iPod like literally froze and everything then apple.com/support told me how to fix it  I'm so happy now!,1,omfg ipod like literally froze everything applecomsupport told fix im happy,1,0.5605434989661935
@nucof I can see it!!!!!    Apple software is very wise,1,see apple software wise,1,0.6472945168715502
"@core_APPLER your so good to me! That's a show I need to watch, too late tonight ",0,good thats show need watch late tonight,0,0.5894925853385697
yay cant wait till monday. they are going to probably show the new iphone and the 3.0 software update ,1,yay cant wait till monday going probably show new iphone software update,1,0.5887813038455515
What's the funniest rumor about the new iPhone you heard in the last 30 seconds ,1,whats funniest rumor new iphone heard last seconds,0,0.5339095875410668
Hmmm iphones arrived in store are stock only ones no demo versions ,0,hmmm iphones arrived store stock ones demo versions,0,0.5997494141669324
This is one of those days that makes me wish I had an iPhone... if only it weren't for the ridiculously expensive Vodafone contract ,0,one days makes wish iphone werent ridiculously expensive vodafone contract,0,0.941975457122049
just got an iPhone Touch ,1,got iphone touch,1,0.5679618714550658
Ahhh - first data backup of the iPhone 3G with new OS3 seems to be forever - actual 1 hour and 43 minutes  #backup #apple #os3,0,ahhh first data backup iphone g new os seems forever actual hour minutes backup apple os,0,0.7899415181556384
"@NeilOughton I agree, it is quiet and does feel like a Friday  I haven't updated my iPhone yet, I need to research the jailbraking again..",0,agree quiet feel like friday havent updated iphone yet need research jailbraking,0,0.8367790670967528
okay so the new iphone only comes out late July ,0,okay new iphone comes late july,0,0.6560223920822491
Just downloaded the tweetdeck app for iPhone just playing about now. Still no 3.0 ,0,downloaded tweetdeck app iphone playing still,0,0.6027153785928512
@otoole4info I have trouble tweeting on an iphone with my claws   do you use one paw or two?,0,trouble tweeting iphone claws use one paw two,0,0.6513856814481971
@ingek73 I'm on blip but can't get it to work on me iPhone ,0,im blip cant get work iphone,0,0.9444420782699572
iTunes and Windows 7 RC aren't playing nice ... ciao iPhone. ,0,itunes windows rc arent playing nice ciao iphone,0,0.5331863467847051
@Noora_AlIbrahim Hehehe ma 3indikum TV ibdawamkum? I'm hungry as helll tawni kalait pineapple slices bes I want real food ,0,hehehe indikum tv ibdawamkum im hungry helll tawni kalait pineapple slices bes want real food,0,0.5595076355641735
"@jazzyfresh I have the same problem, probably due to my iPhone ",0,problem probably due iphone,0,0.7640355479968897
@gulpanag try tweetie .. It's worth every penny you'd spend on it.. It's the best twitter app for iPhone.. I use the same.. ,1,try tweetie worth every penny youd spend best twitter app iphone use,1,0.786885911679985
Was leaning on my back porch railing and my candied apple fell off the stick and rolled away! ,0,leaning back porch railing candied apple fell stick rolled away,0,0.7723075437458915
beloved Nanaapple is sick ,0,beloved nanaapple sick,0,0.9659888782585402
Just bought an iPhone 3G S... For Jessi. I'll be 'upgrading' to her 4GB first gen iPhone for the time being. ,0,bought iphone g jessi ill upgrading gb first gen iphone time,0,0.5995444719527776
"@imac4life Nephew. Haha. Yeah, it's his old one. He got an iPhone so he doesn't need it anymore ",1,nephew haha yeah old one got iphone doesnt need anymore,0,0.6230068546681005
Kinda wish we had reserved an iphone ahead of time. Cuz seemingly they are only letting those people in right now  wah!,0,kinda wish reserved iphone ahead time cuz seemingly letting people right wah,0,0.8517306888179057
"U.S. Open iPhone app is  great! Uh, check that. No live video for us Canucks!  (Where's the love to your northerly brothers?)",0,us open iphone app great uh check live video us canucks wheres love northerly brothers,1,0.6864558195758124
"Boring night at work, great drive home though with a mix CD and an apple for company ",1,boring night work great drive home though mix cd apple company,1,0.5043470880836923
Well I had an iPhone 3GS reserved but I shall not be picking it up as I would rather have money to go out than a new phone. ,0,well iphone gs reserved shall picking would rather money go new phone,0,0.7636554369648685
"I'm torn, do I get an extended warranty for my iPhone when mine runs out, or jailbreak? I've already got problems with battery &amp; earpiece ",0,im torn get extended warranty iphone mine runs jailbreak ive already got problems battery amp earpiece,0,0.8717092345517611
@officialLatrice Und wie toll ein iPhone ist ,1,und wie toll ein iphone ist,1,0.5318196709152576
Im sad I'm missin d game but i'm glad I have a iPhone to keep up with it...Kobe I'm on my way 2 a tv!!keep it up bae ,1,im sad im missin game im glad iphone keep itkobe im way tvkeep bae,0,0.8863817457675571
"@bnewendorp Sweet!!! Tell us how great it is, we have Verizon, so no iPhone fo rus ",0,sweet tell us great verizon iphone fo rus,1,0.8602877157732027
"I just got the new OS 3.0 upgrade for the iPhone and too many apps aren't working well, not too happy about the upgrade ",0,got new os upgrade iphone many apps arent working well happy upgrade,0,0.6220561607348363
iPhone 3G S is $200. Why didn't I get any money for grad!?  By the end of summer maybe?,0,iphone g didnt get money grad end summer maybe,0,0.9077615998070256
"@peteakalad yeah, I guess. My devotion to shiny apple products means I think I have to try to buy it tomorrow, though ",0,yeah guess devotion shiny apple products means think try buy tomorrow though,0,0.5374261410824843
- iPhone 3gs in hand... updating it with all my crap ,0,iphone gs hand updating crap,0,0.9007737904453943
"@DaisyJo lol, it's an iTouch. I'm an Apple fanatic, but I'm not on AT&amp;T ",0,lol itouch im apple fanatic im atampt,1,0.5282756121536203
My iPhone updates arnt downloadin..  Humm?do y no this new update ables u to copy n paste hehe... Dam iTunes!,0,iphone updates arnt downloadin hummdo new update ables u copy n paste hehe dam itunes,0,0.7164680215631469
"@TechBabe I'm thinking the iPhone will be a better replacement anyways, no  more having to search constantly for wifi. ",1,im thinking iphone better replacement anyways search constantly wifi,1,0.5063331817887935
@sirkevinmartin well not for the iphone haha. For your laptop ,1,well iphone haha laptop,1,0.5690048106498867
i have poop on my shirt and a insanely cracked screen on my iphone. daaaang. ,0,poop shirt insanely cracked screen iphone daaaang,0,0.7786870874766988
My iPhone (2g) is dying and need to replace it.  #squarespace,0,iphone g dying need replace squarespace,0,0.9338105961859665
My macbook pro hasnt shipped yet.  must still be installing the 4gb ram,0,macbook pro hasnt shipped yet must still installing gb ram,0,0.8022189599686247
"@bfgmartin tweetie looks cool, only thing stopping me is lack of columns   their iphone app is awsome though",0,tweetie looks cool thing stopping lack columns iphone app awsome though,0,0.5279607782640987
Great quote from @adverblog: &quot;98% of creative directors have an iPhone. 1% of actual people have one&quot;. So true ,1,great quote quot creative directors iphone actual people onequot true,1,0.8455091322682496
@CherylH77 well it doesn't keep me warm at night  #iphonefails,1,well doesnt keep warm night iphonefails,0,0.5168070751519747
Sad day. Looks like iPhone 3.0 is not coming out today.  I have to wait until tomorrow.,0,sad day looks like iphone coming today wait tomorrow,0,0.9543452662070073
Just hanging with my mama.  I'm making a funny face cuz I have a mouth full of apple     http://yfrog.com/5dazrj,1,hanging mama im making funny face cuz mouth full apple,1,0.8476310424071023
My iPhone 3GS still has not shipped yet... Starting to think its not gunna be here by Friday ,0,iphone gs still shipped yet starting think gunna friday,0,0.8920588752070894
Sorry for late update. My Twitterific on iPhone wasn't working over the weekend.  The Flippa Ball carnival was GREAT!!!,0,sorry late update twitterific iphone wasnt working weekend flippa ball carnival great,0,0.8822511564854354
"Got through to Rogers csr, all they could do was offer to sell me an iPhone 3G S upgrade and ship it in 3 days! ",0,got rogers csr could offer sell iphone g upgrade ship days,0,0.6575724419063703
@Hatz94 ooo apple cranberry juice is good. cran raspberry is also good ,1,ooo apple cranberry juice good cran raspberry also good,1,0.7626806061502588
Bug with searching stops have been found  Updates are now under review with Apple,0,bug searching stops found updates review apple,0,0.5912043146614964
@walterelly Any luck with your iPhone shipping? Seems their are screwing over the premiere customers ,0,luck iphone shipping seems screwing premiere customers,0,0.7258244413990866
@GirlButGeek ton iPod est mort? Dur... Prends un iPhone ,1,ton ipod est mort dur prends un iphone,0,0.6704240561364303
"New York, NY, big city of dreams! But everything in New York aint always what it seems. Touched down back in the big apple ",1,new york ny big city dreams everything new york aint always seems touched back big apple,0,0.6682881213745363
"ah, so. going to fishkill around 11, i think. then getting stuff. getting movie tickets, off to applebees w/ frans! then xmen! ",1,ah going fishkill around think getting stuff getting movie tickets applebees w frans xmen,1,0.6172179204379938
Is it still coming? or is big MrAppletalkSir too busy with real life now  @atauiscoming,1,still coming big mrappletalksir busy real life,1,0.530952362781594
@Misspopov went to mcdonalds yesterday but came away empty and had rice and chicken at home.  apple and water so far today,0,went mcdonalds yesterday came away empty rice chicken home apple water far today,0,0.8085756389424568
iPhone OS running on a Mac Pro and 24 Multitouch screen - sehr nice!  http://bit.ly/q5tHC,1,iphone os running mac pro multitouch screen sehr nice,0,0.5628670950180852
@Nabisco0reo yeah 1st iPhone no mms ,0,yeah st iphone mms,0,0.7309545278576783
Oh and how cool it would be to get the iphone working as a nextel?? They just have to add that little button on the side I guess ,1,oh cool would get iphone working nextel add little button side guess,1,0.5419344564430285
@4dogz Thanks i have 3 iphones loaded with apps gen 1 and 2 gen 2 . can't wait for next ,1,thanks iphones loaded apps gen gen cant wait next,1,0.8029707834783792
 my iphone just crashed again whilst downloading the new 3.0 update if you need to contact me email or twitter for now,0,iphone crashed whilst downloading new update need contact email twitter,0,0.6916141909741234
